parsable_tree,readable_tree,accuracy,interpretability,ground_truth_value,seed,pop_size,num_gen,num_offsprings,encoder_type,ground_truth_type,sampling,warm-up,data,split_seed,latex_tree,problem
"[log, x_3]",log(abs(x_3)),19.847490310668945,2.0,1234.0,702,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{3}}\right| \right)},heating
"[-, **3, -, -, x_0, x_6, x_6, log, /, x_3, x_1]",((((x_0-x_6)-x_6))**3-log(abs((x_3/x_1)))),10.372547149658203,11.0,1234.0,702,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\left(x_{0} - x_{6} - x_{6}\right)^{3} - \log{\left(\left|{\frac{x_{3}}{x_{1}}}\right| \right)},heating
"[log, -, -, -, x_0, x_1, x_6, log, x_4]",log(abs((((x_0-x_1)-x_6)-log(abs(x_4))))),12.199347496032717,9.0,1234.0,702,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{- x_{0} + x_{1} + x_{6} + \log{\left(\left|{x_{4}}\right| \right)}}\right| \right)},heating
"[+, +, **3, -, x_0, x_6, -, x_0, x_6, -, **3, -, x_4, x_6, log, /, x_3, x_1]",((((x_0-x_6))**3+(x_0-x_6))+(((x_4-x_6))**3-log(abs((x_3/x_1))))),9.290679931640623,18.0,1234.0,702,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{0} - x_{6} + \left(x_{0} - x_{6}\right)^{3} + \left(x_{4} - x_{6}\right)^{3} - \log{\left(\left|{\frac{x_{3}}{x_{1}}}\right| \right)},heating
"[+, -, **3, -, x_0, x_6, x_6, -, **3, -, x_4, x_6, log, /, x_3, x_0]",((((x_0-x_6))**3-x_6)+(((x_4-x_6))**3-log(abs((x_3/x_0))))),9.726330757141112,16.0,1234.0,702,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,- x_{6} + \left(x_{0} - x_{6}\right)^{3} + \left(x_{4} - x_{6}\right)^{3} - \log{\left(\left|{\frac{x_{3}}{x_{0}}}\right| \right)},heating
"[+, +, -, /, x_3, x_3, x_2, -, -, x_0, x_6, x_6, -, **3, -, x_4, x_6, log, /, x_3, x_1]",((((x_3/x_3)-x_2)+((x_0-x_6)-x_6))+(((x_4-x_6))**3-log(abs((x_3/x_1))))),8.63110637664795,21.0,1234.0,702,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{0} - x_{2} - x_{6} - x_{6} + \left(x_{4} - x_{6}\right)^{3} - \log{\left(\left|{\frac{x_{3}}{x_{1}}}\right| \right)} + \frac{x_{3}}{x_{3}},heating
"[log, x_3]",log(abs(x_3)),19.847490310668945,2.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{3}}\right| \right)},heating
[x_4],x_4,19.853561401367188,1.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4},heating
"[+, x_4, +, x_4, x_6]",(x_4+(x_4+x_6)),15.01288604736328,5.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4} + x_{4} + x_{6},heating
"[+, log, x_3, x_6]",(log(abs(x_3))+x_6),18.0469970703125,4.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{6} + \log{\left(\left|{x_{3}}\right| \right)},heating
"[-, log, +, *, 1.22, x_0, log, x_4, x_6]",(log(abs(((1.22*x_0)+log(abs(x_4)))))-x_6),10.098764419555664,9.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,- x_{6} + \log{\left(\left|{1.22 x_{0} + \log{\left(\left|{x_{4}}\right| \right)}}\right| \right)},heating
"[/, +, +, x_0, +, x_4, x_6, +, x_2, x_4, log, +, +, x_3, x_3, log, x_4]",(((x_0+(x_4+x_6))+(x_2+x_4))/log(abs(((x_3+x_3)+log(abs(x_4)))))),8.960447311401367,17.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\frac{x_{0} + x_{2} + x_{4} + x_{4} + x_{6}}{\log{\left(\left|{x_{3} + x_{3} + \log{\left(\left|{x_{4}}\right| \right)}}\right| \right)}},heating
"[-, log, +, x_4, log, x_4, x_6]",(log(abs((x_4+log(abs(x_4)))))-x_6),13.387712478637695,7.0,1234.0,703,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,- x_{6} + \log{\left(\left|{x_{4} + \log{\left(\left|{x_{4}}\right| \right)}}\right| \right)},heating
"[log, x_3]",log(abs(x_3)),19.847490310668945,2.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{3}}\right| \right)},heating
[x_4],x_4,19.853561401367188,1.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4},heating
"[-, **3, x_6, x_3]",((x_6)**3-x_3),17.14692497253418,4.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,- x_{3} + x_{6}^{3},heating
"[log, /, x_3, **3, x_0]",log(abs((x_3/(x_0)**3))),16.396215438842773,5.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{\frac{x_{3}}{x_{0}^{3}}}\right| \right)},heating
"[log, **3, +, x_1, log, x_3]",log(abs(((x_1+log(abs(x_3))))**3)),15.36379337310791,6.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{\left(x_{1} + \log{\left(\left|{x_{3}}\right| \right)}\right)^{3}}\right| \right)},heating
"[-, -, x_4, x_0, -, x_3, x_4]",((x_4-x_0)-(x_3-x_4)),15.23876667022705,7.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,- x_{0} + x_{4} - \left(x_{3} - x_{4}\right),heating
"[+, x_2, +, x_6, log, /, x_4, x_0]",(x_2+(x_6+log(abs((x_4/x_0))))),14.468172073364258,8.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + x_{6} + \log{\left(\left|{\frac{x_{4}}{x_{0}}}\right| \right)},heating
"[+, *, log, -, x_2, -3.77, x_4, max, log, +, 3.28, x_6, +, x_3, x_5]","((log(abs((x_2--3.77)))*x_4)+max(log(abs((3.28+x_6))),(x_3+x_5)))",9.069799423217772,15.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,"x_{4} \log{\left(\left|{x_{2} - -3.77}\right| \right)} + \max\left(x_{3} + x_{5}, \log{\left(\left|{x_{6} + 3.28}\right| \right)}\right)",heating
"[+, x_1, +, +, +, x_6, x_6, log, x_4, x_2]",(x_1+(((x_6+x_6)+log(abs(x_4)))+x_2)),13.159661293029783,10.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{1} + x_{2} + x_{6} + x_{6} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[-, *, +, **3, x_6, +, -2.06, x_3, +, +, x_6, x_6, max, x_1, x_3, +, +, x_2, -, x_6, 0.33, log, /, x_4, x_0]","((((x_6)**3+(-2.06+x_3))*((x_6+x_6)+max(x_1,x_3)))-((x_2+(x_6-0.33))+log(abs((x_4/x_0)))))",7.627427577972412,25.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,"\left(x_{3} + x_{6}^{3} - 2.06\right) \left(x_{6} + x_{6} + \max\left(x_{1}, x_{3}\right)\right) - \left(x_{2} + x_{6} + \log{\left(\left|{\frac{x_{4}}{x_{0}}}\right| \right)} - 0.33\right)",heating
"[-, *, +, **3, x_6, +, -2.06, x_3, +, +, x_6, x_6, max, x_1, x_3, +, x_2, log, x_3]","((((x_6)**3+(-2.06+x_3))*((x_6+x_6)+max(x_1,x_3)))-(x_2+log(abs(x_3))))",8.058459281921387,19.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,"- (x_{2} + \log{\left(\left|{x_{3}}\right| \right)}) + \left(x_{3} + x_{6}^{3} - 2.06\right) \left(x_{6} + x_{6} + \max\left(x_{1}, x_{3}\right)\right)",heating
"[+, *, log, -, x_2, -3.77, x_4, max, x_6, **3, x_6]","((log(abs((x_2--3.77)))*x_4)+max(x_6,(x_6)**3))",10.636655807495115,11.0,1234.0,704,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,"x_{4} \log{\left(\left|{x_{2} - -3.77}\right| \right)} + \max\left(x_{6}, x_{6}^{3}\right)",heating
[x_4],x_4,19.853561401367188,1.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4},heating
"[log, x_3]",log(abs(x_3)),19.847490310668945,2.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{3}}\right| \right)},heating
"[+, log, x_4, x_2]",(log(abs(x_4))+x_2),17.351360321044922,4.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[log, +, x_2, -, log, x_4, x_4]",log(abs((x_2+(log(abs(x_4))-x_4)))),14.841197967529297,7.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{2} - x_{4} + \log{\left(\left|{x_{4}}\right| \right)}}\right| \right)},heating
"[log, +, log, x_3, x_1]",log(abs((log(abs(x_3))+x_1))),15.363794326782228,5.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{1} + \log{\left(\left|{x_{3}}\right| \right)}}\right| \right)},heating
"[log, **3, +, x_1, log, x_3]",log(abs(((x_1+log(abs(x_3))))**3)),15.36379337310791,6.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{\left(x_{1} + \log{\left(\left|{x_{3}}\right| \right)}\right)^{3}}\right| \right)},heating
"[+, x_6, +, x_2, -, log, x_3, -, x_0, x_6]",(x_6+(x_2+(log(abs(x_3))-(x_0-x_6)))),13.092514991760254,10.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + x_{6} - \left(x_{0} - x_{6}\right) + \log{\left(\left|{x_{3}}\right| \right)},heating
"[+, +, /, /, x_3, x_1, -, x_2, x_0, -, +, x_2, x_6, x_3, +, log, x_4, x_6]",((((x_3/x_1)/(x_2-x_0))+((x_2+x_6)-x_3))+(log(abs(x_4))+x_6)),8.47945785522461,18.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} - x_{3} + x_{6} + x_{6} + \log{\left(\left|{x_{4}}\right| \right)} + \frac{x_{3}}{x_{1} \left(- x_{0} + x_{2}\right)},heating
"[+, x_2, -, log, x_3, -, x_0, x_6]",(x_2+(log(abs(x_3))-(x_0-x_6))),14.665345191955566,8.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} - \left(x_{0} - x_{6}\right) + \log{\left(\left|{x_{3}}\right| \right)},heating
"[+, +, /, /, x_3, x_1, -, x_2, x_0, -, +, x_6, x_6, x_3, +, log, x_4, -, +, x_2, x_6, +, x_4, x_5]",((((x_3/x_1)/(x_2-x_0))+((x_6+x_6)-x_3))+(log(abs(x_4))+((x_2+x_6)-(x_4+x_5)))),7.274469375610352,24.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} - x_{3} + x_{6} + x_{6} + x_{6} - \left(x_{4} + x_{5}\right) + \log{\left(\left|{x_{4}}\right| \right)} + \frac{x_{3}}{x_{1} \left(- x_{0} + x_{2}\right)},heating
"[+, +, /, /, x_3, x_1, -, x_2, x_0, -, +, x_2, x_6, x_3, log, x_4]",((((x_3/x_1)/(x_2-x_0))+((x_2+x_6)-x_3))+log(abs(x_4))),9.970309257507324,16.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} - x_{3} + x_{6} + \log{\left(\left|{x_{4}}\right| \right)} + \frac{x_{3}}{x_{1} \left(- x_{0} + x_{2}\right)},heating
"[+, **3, +, x_6, +, -0.49, x_1, +, log, x_4, x_2]",(((x_6+(-0.49+x_1)))**3+(log(abs(x_4))+x_2)),10.311355590820312,11.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + \left(x_{1} + x_{6} - 0.49\right)^{3} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[+, +, /, /, x_3, x_1, -, x_2, x_0, *, max, x_4, 2.58, -, x_6, x_3, +, log, x_4, x_2]","((((x_3/x_1)/(x_2-x_0))+(max(x_4,2.58)*(x_6-x_3)))+(log(abs(x_4))+x_2))",7.647881031036377,20.0,1234.0,705,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,"x_{2} + \left(- x_{3} + x_{6}\right) \max\left(2.58, x_{4}\right) + \log{\left(\left|{x_{4}}\right| \right)} + \frac{x_{3}}{x_{1} \left(- x_{0} + x_{2}\right)}",heating
[x_4],x_4,19.853561401367188,1.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4},heating
"[log, x_3]",log(abs(x_3)),19.847490310668945,2.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{3}}\right| \right)},heating
"[log, **3, /, x_4, x_0]",log(abs(((x_4/x_0))**3)),16.448081970214844,5.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{\left(\frac{x_{4}}{x_{0}}\right)^{3}}\right| \right)},heating
"[+, log, x_4, x_2]",(log(abs(x_4))+x_2),17.351360321044922,4.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[log, /, x_4, **3, x_0]",log(abs((x_4/(x_0)**3))),16.448081970214844,5.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{\frac{x_{4}}{x_{0}^{3}}}\right| \right)},heating
"[+, +, log, x_4, x_1, +, **3, +, -1.3, x_6, x_2]",((log(abs(x_4))+x_1)+(((-1.3+x_6))**3+x_2)),9.666792869567873,11.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{1} + x_{2} + \left(x_{6} - 1.3\right)^{3} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[+, log, **3, /, x_4, x_0, +, **3, +, -1.3, x_6, x_2]",(log(abs(((x_4/x_0))**3))+(((-1.3+x_6))**3+x_2)),8.356985092163086,12.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + \left(x_{6} - 1.3\right)^{3} + \log{\left(\left|{\left(\frac{x_{4}}{x_{0}}\right)^{3}}\right| \right)},heating
"[+, log, **3, /, x_4, x_1, **3, +, -1.3, x_6]",(log(abs(((x_4/x_1))**3))+((-1.3+x_6))**3),9.914618492126465,10.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\left(x_{6} - 1.3\right)^{3} + \log{\left(\left|{\left(\frac{x_{4}}{x_{1}}\right)^{3}}\right| \right)},heating
"[+, log, x_4, +, x_6, x_2]",(log(abs(x_4))+(x_6+x_2)),15.545173645019531,6.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + x_{6} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[+, log, x_4, **3, +, -1.3, x_6]",(log(abs(x_4))+((-1.3+x_6))**3),12.99741268157959,7.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\left(x_{6} - 1.3\right)^{3} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[+, log, x_4, **3, +, +, x_1, x_6, x_6]",(log(abs(x_4))+(((x_1+x_6)+x_6))**3),10.454167366027832,9.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\left(x_{1} + x_{6} + x_{6}\right)^{3} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[+, log, **3, /, x_4, x_1, +, **3, +, -1.3, x_6, +, x_6, x_2]",(log(abs(((x_4/x_1))**3))+(((-1.3+x_6))**3+(x_6+x_2))),8.2521333694458,14.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{2} + x_{6} + \left(x_{6} - 1.3\right)^{3} + \log{\left(\left|{\left(\frac{x_{4}}{x_{1}}\right)^{3}}\right| \right)},heating
"[+, log, **3, /, x_4, x_0, +, **3, +, -1.3, x_6, +, +, x_7, x_1, x_2]",(log(abs(((x_4/x_0))**3))+(((-1.3+x_6))**3+((x_7+x_1)+x_2))),8.05762004852295,16.0,1234.0,706,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{1} + x_{2} + x_{7} + \left(x_{6} - 1.3\right)^{3} + \log{\left(\left|{\left(\frac{x_{4}}{x_{0}}\right)^{3}}\right| \right)},heating
"[log, x_3]",log(abs(x_3)),19.847490310668945,2.0,1234.0,707,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{x_{3}}\right| \right)},heating
[x_4],x_4,19.853561401367188,1.0,1234.0,707,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4},heating
"[+, x_6, log, x_4]",(x_6+log(abs(x_4))),18.038414001464844,4.0,1234.0,707,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{6} + \log{\left(\left|{x_{4}}\right| \right)},heating
"[+, x_4, +, x_4, x_6]",(x_4+(x_4+x_6)),15.01288604736328,5.0,1234.0,707,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,x_{4} + x_{4} + x_{6},heating
"[log, *, **3, +, x_6, x_4, **3, /, x_3, x_0]",log(abs((((x_6+x_4))**3*((x_3/x_0))**3))),12.407217025756836,10.0,1234.0,707,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,\log{\left(\left|{\frac{x_{3}^{3}}{x_{0}^{3}} \left(x_{4} + x_{6}\right)^{3}}\right| \right)},heating
"[+, max, -, max, x_4, x_4, +, 4.17, 2.76, -, log, x_4, *, x_7, x_6, +, x_6, +, -, x_6, x_0, max, x_4, x_2]","(max((max(x_4,x_4)-(4.17+2.76)),(log(abs(x_4))-(x_7*x_6)))+(x_6+((x_6-x_0)+max(x_4,x_2))))",9.258766174316406,24.0,1234.0,707,200,50,200,not_spcified,n_nodes,not_specified,not_specified,heating,40,"- x_{0} + x_{6} + x_{6} + \max\left(x_{2}, x_{4}\right) + \max\left(x_{4} - \left(2.76 + 4.17\right), - x_{6} x_{7} + \log{\left(\left|{x_{4}}\right| \right)}\right)",heating
